video_url	page_url
https://connect.facebook.net/en_US/fbevents.js	https://www.pexels.com/videos/
https://static.pexels.com/lib/videos/free-videos.mp4	https://www.pexels.com/videos/
https://static.pexels.com/lib/videos/free-videos.webm	https://www.pexels.com/videos/
https://player.vimeo.com/external/567750841.sd.mp4?s=1c68c79a6579b2c3e319f0e833279f9dc9f543bf&amp;profile_id=164&amp;oauth2_token_id=57447761	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/891643300/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=eafaf8fbf65e988303fc860a09a252e0a89a35c990b1c12cfcd9e85df7949cee	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/887957611/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=d921bd80cac1b6ebe16bb2481b9a5429da7fa879958658fca8f1361b9941e022	https://www.pexels.com/videos/
https://player.vimeo.com/external/495207040.sd.mp4?s=491083054b7b039d8bbaa7dd4f9e6cad839954a1&amp;profile_id=164&amp;oauth2_token_id=57447761	https://www.pexels.com/videos/
https://player.vimeo.com/external/630036120.sd.mp4?s=bf3f4862b5b19a48c3510ee927f58a86cf3dcdc7&amp;profile_id=165&amp;oauth2_token_id=57447761	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/886031628/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=d0ff51340f46397843689bef7ecc2114ed35bc1d2360f89f75a7b69024b34480	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/882559035/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=f96b22754e55bb6bfed7881bcf94d9c748798b05cc101b5962a20feb0548072e	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/894214406/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=9ee940082084c2198b288ea414fa82c822193735450c940b64ec6677c85363aa	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/887957612/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=0b4c96860520f7eb4c00a09ffc255538b814066351b76d154e05c8e55ba5cfc5	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/888258957/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=c2485d0b53b74318df118aa54a1faaf302c0b8e0d761222e01b0e44b91903167	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/894282982/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=0f717f02e01165e0b6fa899f512649131f1389ea5003297255e9ddf10984d91b	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/802298610/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=4cec07ba2e9ec0521e2605cc06ec798e14db0be918bcdd4f4d26ddeffda8ba90	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/851784461/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=c0f87770a6dab2e9c162ca6e01969f0ac66fcf16da5711f878ba11d50c9878bf	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/883753057/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=dbaad0c0411482da16defb8fa831672799689409cab8e22a6572aacea9350586	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/792572423/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=fb17b711c9d2796fcf2e1a46cac090eed56f5b6ed4098fc2d197977feacdf697	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/880053346/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=9182c0b1828a1a1ec81e020ce5039222e45359e2a5f88943dd2e15b4a32f11f3	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/880567165/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=1febf101a95717acca5bedbf9c6c62aaa316b0397e15a8c8254656974a80c03f	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/867324823/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=828fa11c1bdc1799ad2729dcd73bc925c1f39625c41089817af48b854639dcf9	https://www.pexels.com/videos/
https://player.vimeo.com/external/483027433.sd.mp4?s=3cb771cfd7233f547d03cf76b2a59053aab5eefa&amp;profile_id=165&amp;oauth2_token_id=57447761	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/876102500/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=95d4323e4fb68280005ea44972ea22cf2e88d22d11ff6850abbef484cecb511b	https://www.pexels.com/videos/
https://player.vimeo.com/external/483064793.sd.mp4?s=711711f59e09b95bfcac528bb372735b91daaf01&amp;profile_id=165&amp;oauth2_token_id=57447761	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/884856060/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=0c3cea6f70346cbe21528e73341e4faf74bafd72789c7ab1041035405e4ea3a4	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/889177830/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=3cd5a5dd3fd32e1ca3fb809e41a0a459c42bd8a36bdf30588d5c07e1df9175cc	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/879765144/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=d5f103af4a5688c2f22aa29a2514320abae609ef0d481f67af9e57cba0202f36	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/789338107/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=6645ecca2061c8fdca1ce5003c19db702fd8763032d5356c42b2ebad606055dd	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/881085520/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=f07c8b4793708ca2bc619ca323c8e57e7b58324f43987df5e2523b98e4a2cb72	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/890325860/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=6e33e40e59a513bd46d4fb076dc7ec8e6477b78dbdaf7d0f1276bb035394dc0a	https://www.pexels.com/videos/
https://player.vimeo.com/external/520529661.sd.mp4?s=6d3f8b986402718f9c183a31330f8f49e3ac89ba&amp;profile_id=164&amp;oauth2_token_id=57447761	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/796389761/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=d903d9446632a66763fcd307fd1a616849dc3a2f4399d81585a8c45a6b17f4cb	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/886083659/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=51ed63679a6dbf21e9ab21368c45ea60d7126369098f7f26e554ee7299ccf73c	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/889177832/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=cacfc4ccc5a17e71c98ceb9bd507027d15024ddf645b95f967ba829e9a185cda	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/888632579/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=47e2fb5daeebf59992cedfc36768d314f69846819622ec32b1498786d75b3a99	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/888785481/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=2bc81094bbf4d18fe7311b7d2ad34599c8f8125543a076b959f18aad37b7bf6c	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/885130223/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=d2d50d6e88ed4438aa39cef603f1b0e7a8b88cedad4871f04cfd348a8a87b773	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/872578318/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=bbd2771f590f279bc795bbe6e488527b5354958320a1cec4d1a1d2d9bc568732	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/856705610/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=de7d91bc38621acc8b90806d0139898b51635506dd72e3fdf050b4e6cf9ee7e8	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/727150722/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=561d913e6ed89cfaea768f672045cbe7288c64fd8dbeff1a06610b767ff35b59	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/876848813/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=ff1d1fcafc945c7b3cbbb47e92e14333dc5540f4aba9f826f0d3625718a9c714	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/878920712/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=d07178be08fdf478fddfdce1ccf46f4a6b5f0c74ec123becc3c5acce13871903	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/815289747/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=ecd32aa36b3082599e8474dca021109fa82c066c711cc4f64104f7c525b9fce4	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/895827226/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=fdac18fe507fcf758a65d8544baaf539c07e0e03ab841e80b71dcfb1e94817ff	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/888421158/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=c32cf19a5e349e8b8c6358a7670a1ed3c5ae30e6cc6e8bb81b1da6737f1c6779	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/856478262/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=831209cddfe75c1312b8cd2d0b967694e482d81c97c6b88c2bad8b631b3978eb	https://www.pexels.com/videos/
https://player.vimeo.com/external/653302467.sd.mp4?s=510fa7ef0382d2a94df1d9c9f978cf72e01c1fdf&amp;profile_id=164&amp;oauth_token_id=57447761	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/890289815/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=bf9b6e6fb4c198046b10ea90d465c6d137a65b366b932ab353ce2c96dd9e31e2	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/783738257/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=57447761&amp;signature=7af166e1158a0f73b097dcba8ac54997665c54a22ecd5efdbf344dc3223691a8	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/880983025/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=0414a5c1cc1771c677b40a60454c1ed866cd2fc53be7c15ff9cf809e10a0f2b2	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/882620712/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=90d7cb15f3abda82b268fe0804c3a8a14f71c83d86169b84131179af5f85d8bb	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/885752744/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=15fde66e813e2cf4f1b86b54a8790217827fff491b122b8d4f5ecb81897c6647	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/883120734/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=3d2f7c28cfbe423aa924648bd2ed13deb0006eff9a88e41cb6239b4d277a6234	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/887055254/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=501c5ca87a2184e05f7caeadf26431e387ce8dd3d7f2114c2982b23eea495059	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/884816872/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=65cee3939c4df8a3437a068ca257d2a57280f1f00fff300105774e0ef5db9dc8	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/891488487/rendition/360p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=ef4adbfdf7820ad7418f86d94d422dac9ceaed75cbe6ee2737fc8048e42a07d4	https://www.pexels.com/videos/
https://player.vimeo.com/progressive_redirect/playback/884816874/rendition/540p/file.mp4?loc=external&amp;oauth2_token_id=1747418641&amp;signature=b487e45b6e030d93c1c0aba38926659cbd158990754cd2610db2bbd6ba3ac284	https://www.pexels.com/videos/
